Student_ID,Gender,Study_Hours,Family_Income,Attendance,Test_Score,Extra_Activities,Internet_Access,Parental_Education,School_Type,Health_Status,Part_Time_Job
969,Female,15.0,High,97,49.0,Music,Yes,PhD,Government,Poor,Yes
970,Male,4.0,,70,66.0,Debate,No,Bachelor,Private,Excellent,No
971,Female,0.0,High,97,72.0,None,No,PhD,Government,Poor,No
972,Other,9.0,Medium,91,73.0,Sports,Yes,Bachelor,Government,Good,No
973,Female,1.0,Low,60,,Music,Yes,Master,Private,Good,No
974,Male,15.0,Low,70,84.0,None,No,Master,Government,Good,Yes
975,Female,8.0,High,86,41.0,Music,No,Master,Private,Excellent,No
976,Male,6.0,Medium,53,17.0,None,No,PhD,Government,Poor,Yes
977,Male,12.0,Medium,75,80.0,Sports,Yes,PhD,Private,Poor,No
978,Male,3.0,Medium,69,20.0,Music,No,Master,Government,Average,Yes
979,Female,6.0,Medium,56,66.0,Debate,No,Master,Private,Average,No
980,Female,9.0,Low,87,61.0,Sports,No,Bachelor,Private,Good,No
981,Female,11.0,Medium,96,26.0,Music,Yes,Bachelor,Government,Good,No
982,Other,1.0,High,76,95.0,Debate,No,High School,Government,Poor,No
983,Other,4.0,Low,96,92.0,Music,Yes,Bachelor,Private,Average,Yes
984,Male,14.0,High,66,46.0,Sports,Yes,PhD,Private,Good,No
985,Other,10.0,Medium,81,92.0,Sports,Yes,Master,Government,Poor,No
986,Female,1.0,Low,59,25.0,Sports,No,High School,Private,Excellent,No
987,Female,14.0,High,99,8.0,Debate,No,Master,Private,Average,Yes
988,Female,18.0,,60,90.0,None,No,Master,Government,Average,No
989,Other,4.0,Low,67,11.0,Sports,No,Master,Private,Excellent,No
990,Male,15.0,Medium,51,15.0,Sports,No,PhD,Government,Average,No
991,Other,7.0,Medium,84,46.0,None,No,Bachelor,Government,Good,No
992,Male,6.0,Medium,55,55.0,Debate,No,Bachelor,Private,Good,Yes
993,Female,2.0,Medium,52,65.0,Debate,Yes,Bachelor,Government,Average,No
994,Male,7.0,High,56,50.0,None,Yes,PhD,Government,Excellent,Yes
995,Other,4.0,Medium,84,26.0,Sports,Yes,Bachelor,Government,Excellent,Yes
996,Other,13.0,Low,96,72.0,Debate,Yes,Master,Government,Poor,No
997,Other,1.0,High,62,65.0,None,No,PhD,Government,Good,Yes
998,Female,9.0,Medium,87,61.0,Debate,Yes,High School,Private,Poor,No
999,Female,17.0,Low,51,70.0,Music,Yes,Bachelor,Government,Poor,Yes
1000,Other,16.0,Low,51,7.0,Music,No,PhD,Private,Average,Yes
1001,Female,5.0,High,100,37.0,None,No,High School,Government,Average,No
1002,Other,16.0,High,57,5.0,Sports,Yes,Master,Government,Poor,Yes
1003,Male,16.0,High,58,58.0,Music,No,Master,Private,Excellent,Yes
1004,Male,18.0,High,83,,Sports,Yes,High School,Government,Poor,No
1005,Female,15.0,Medium,88,78.0,Debate,No,Master,Government,Excellent,No
1006,Female,1.0,High,80,55.0,None,Yes,PhD,Government,Average,Yes
1007,Female,4.0,High,78,27.0,Music,Yes,Bachelor,Government,Excellent,Yes
1008,Female,11.0,Low,98,93.0,None,No,Master,Private,Good,Yes
1009,Male,0.0,High,96,90.0,None,No,PhD,Government,Good,No
1010,Other,4.0,,85,9.0,None,Yes,Bachelor,Government,Good,Yes
1011,Other,7.0,Medium,71,44.0,None,No,PhD,Government,Average,Yes
1012,Female,9.0,Low,72,94.0,None,Yes,Master,Government,Excellent,Yes
1013,Other,,Medium,62,64.0,Debate,Yes,PhD,Private,Average,No
1014,Female,5.0,Low,84,49.0,Music,Yes,Bachelor,Government,Average,No
1015,Other,12.0,Low,93,31.0,None,Yes,High School,Government,Average,Yes
1016,Female,19.0,High,52,60.0,Music,Yes,Master,Government,Average,No
1017,Female,7.0,Low,100,15.0,Music,No,Master,Government,Poor,No
1018,Other,17.0,Medium,58,5.0,Debate,Yes,Bachelor,Private,Poor,Yes
1019,Female,4.0,Low,97,65.0,Music,Yes,PhD,Private,Average,Yes
1020,Other,5.0,High,67,61.0,Music,No,Bachelor,Government,Excellent,No
1021,Male,1.0,High,75,65.0,Music,Yes,High School,Private,Average,No
1022,Female,6.0,Medium,78,66.0,Debate,Yes,Bachelor,Government,Average,Yes
1023,Female,15.0,High,97,18.0,Sports,Yes,High School,Government,Poor,Yes
1024,Male,9.0,Low,61,3.0,Music,Yes,Master,Government,Poor,No
1025,Female,19.0,Medium,88,42.0,Music,No,Bachelor,Government,Good,No
1026,Male,9.0,High,72,17.0,Music,Yes,Bachelor,Private,Poor,No
1027,Other,1.0,Low,68,81.0,Sports,Yes,Master,Private,Good,Yes
1028,Male,7.0,High,73,45.0,Sports,Yes,High School,Private,Excellent,Yes
1029,Other,1.0,High,93,,Debate,Yes,High School,Private,Good,No
1030,Male,1.0,Medium,92,84.0,None,No,PhD,Private,Excellent,No
1031,Male,12.0,Medium,93,20.0,Music,No,Bachelor,Private,Average,No
1032,Male,3.0,Medium,79,29.0,None,Yes,PhD,Private,Average,Yes
1033,Female,6.0,Low,80,63.0,Sports,No,Master,Government,Good,Yes
1034,Female,13.0,High,68,40.0,None,No,Bachelor,Private,Excellent,Yes
1035,Female,19.0,Medium,70,16.0,Debate,No,High School,Government,Average,Yes
1036,Female,4.0,Low,98,4.0,Sports,Yes,High School,Government,Good,No
1037,Other,0.0,Low,96,4.0,Music,Yes,High School,Private,Excellent,Yes
1038,Male,0.0,Low,59,72.0,None,No,Master,Private,Average,Yes
1039,Other,18.0,High,53,74.0,Sports,No,Master,Private,Poor,No
1040,Male,5.0,Medium,67,47.0,Sports,Yes,PhD,Government,Average,No
1041,Male,15.0,High,94,77.0,None,No,Master,Government,Good,No
1042,Other,11.0,Low,86,37.0,None,Yes,Master,Government,Good,Yes
1043,Male,0.0,High,69,5.0,None,No,PhD,Government,Excellent,Yes
1044,Female,11.0,Medium,85,57.0,Sports,No,Bachelor,Private,Poor,Yes
1045,Female,19.0,Low,97,13.0,Music,No,PhD,Private,Good,No
1046,Other,17.0,High,81,71.0,Sports,Yes,High School,Government,Poor,Yes
1047,Other,1.0,Medium,76,93.0,Music,No,High School,Private,Poor,Yes
1048,Other,17.0,Medium,90,58.0,None,Yes,Bachelor,Private,Excellent,Yes
1049,Female,9.0,Medium,73,64.0,None,No,Bachelor,Private,Excellent,No
1050,Male,9.0,Medium,78,88.0,Debate,No,Bachelor,Private,Poor,Yes
1051,Other,5.0,Low,73,12.0,Music,Yes,Bachelor,Private,Poor,Yes
1052,Male,1.0,Low,78,26.0,None,No,Bachelor,Government,Good,No
1053,Male,15.0,High,88,24.0,Music,Yes,Master,Government,Poor,Yes
1054,Other,,Medium,67,55.0,Music,No,Bachelor,Private,Excellent,Yes
1055,Other,5.0,Medium,59,67.0,Music,Yes,Master,Government,Excellent,Yes
1056,Female,0.0,Low,96,58.0,Music,Yes,PhD,Private,Good,No
1057,Other,3.0,High,58,94.0,Sports,No,PhD,Government,Excellent,No
1058,Female,16.0,High,99,48.0,Debate,Yes,Bachelor,Government,Poor,No
1059,Female,12.0,Low,60,,Music,No,Bachelor,Government,Average,Yes
1060,Male,11.0,Low,61,80.0,Music,Yes,PhD,Government,Excellent,No
1061,Female,12.0,Low,51,74.0,Debate,Yes,Master,Private,Good,Yes
1062,Male,18.0,Low,75,75.0,None,No,Bachelor,Private,Poor,Yes
1063,Female,15.0,Low,58,2.0,Music,Yes,Bachelor,Private,Excellent,No
1064,Other,10.0,Low,66,78.0,None,No,Bachelor,Government,Average,Yes
1065,Male,17.0,High,84,56.0,Sports,No,PhD,Government,Excellent,Yes
1066,Other,17.0,Low,95,,Debate,Yes,Bachelor,Private,Poor,Yes
1067,Male,0.0,Low,52,68.0,Sports,No,PhD,Private,Excellent,No
1068,Female,3.0,High,55,30.0,None,Yes,Bachelor,Government,Poor,Yes
1069,Male,8.0,High,92,7.0,Debate,No,PhD,Private,Average,Yes
1070,Other,2.0,Medium,72,9.0,Sports,Yes,Master,Private,Excellent,No
1071,Male,7.0,Medium,84,2.0,None,Yes,Bachelor,Government,Average,No
1072,Other,8.0,High,64,11.0,None,No,Master,Private,Poor,Yes
1073,Male,17.0,Low,57,91.0,Debate,No,PhD,Private,Average,No
1074,Female,4.0,High,81,75.0,Debate,No,PhD,Government,Poor,No
1075,Male,4.0,Low,83,,None,Yes,Bachelor,Government,Good,No
1076,Other,4.0,Low,60,18.0,None,No,Master,Private,Excellent,Yes
1077,Female,15.0,Low,95,20.0,Sports,No,PhD,Private,Poor,Yes
1078,Male,4.0,High,52,80.0,Sports,Yes,Master,Government,Good,Yes
1079,Female,4.0,Low,78,13.0,None,Yes,PhD,Government,Average,Yes
1080,Other,11.0,High,59,74.0,Music,Yes,Master,Government,Excellent,Yes
1081,Female,6.0,Low,67,28.0,Debate,Yes,PhD,Private,Excellent,Yes
1082,Other,2.0,Low,67,6.0,Debate,No,PhD,Government,Excellent,No
1083,Male,7.0,High,61,48.0,Debate,Yes,Master,Government,Excellent,Yes
1084,Other,19.0,High,76,64.0,None,No,High School,Government,Average,Yes
1085,Other,17.0,Low,100,6.0,Sports,Yes,High School,Government,Excellent,Yes
1086,Other,4.0,Low,68,,Sports,Yes,Bachelor,Private,Poor,Yes
1087,Other,5.0,Medium,90,15.0,Debate,Yes,Bachelor,Government,Excellent,No
1088,Male,5.0,High,82,98.0,Music,Yes,High School,Government,Average,Yes
1089,Other,5.0,Medium,74,15.0,Debate,Yes,PhD,Private,Poor,Yes
1090,Other,10.0,Medium,93,84.0,Debate,Yes,PhD,Government,Poor,Yes
1091,Male,,Medium,51,12.0,Debate,Yes,High School,Private,Poor,No
1092,Other,13.0,High,51,81.0,Music,Yes,Master,Private,Good,No
1093,Male,16.0,Low,54,28.0,Debate,No,Master,Private,Good,No
1094,Male,0.0,Low,71,84.0,Sports,Yes,PhD,Government,Excellent,No
1095,Other,9.0,High,82,,Music,No,Master,Private,Good,Yes
1096,Female,1.0,Medium,93,94.0,Music,No,Master,Government,Average,No
1097,Male,12.0,High,54,60.0,Sports,Yes,Bachelor,Private,Excellent,No
1098,Male,16.0,Low,77,36.0,None,Yes,Master,Government,Good,Yes
1099,Female,,High,63,16.0,Music,No,Bachelor,Private,Good,No
1100,Female,2.0,Medium,89,30.0,Music,No,High School,Private,Average,No
1101,Other,3.0,High,92,58.0,Music,No,High School,Private,Average,No
1102,Female,5.0,Low,99,87.0,None,No,PhD,Private,Good,Yes
1103,Male,,Low,59,46.0,Debate,No,Master,Private,Good,Yes
1104,Female,13.0,Low,90,5.0,None,No,PhD,Government,Good,Yes
1105,Male,8.0,Medium,64,31.0,Sports,Yes,Master,Private,Good,Yes
1106,Other,14.0,Low,59,30.0,Sports,No,PhD,Private,Excellent,No
1107,Female,5.0,Low,53,17.0,Sports,Yes,PhD,Government,Excellent,Yes
1108,Female,19.0,High,92,8.0,Music,Yes,Bachelor,Government,Excellent,Yes
1109,Other,10.0,High,98,2.0,Debate,Yes,Bachelor,Government,Good,No
1110,Other,6.0,Medium,67,100.0,Debate,Yes,Master,Private,Average,No
1111,Female,17.0,Medium,66,70.0,Music,Yes,High School,Government,Average,Yes
1112,Female,16.0,High,80,25.0,Debate,Yes,PhD,Private,Excellent,Yes
1113,Female,13.0,Low,82,12.0,None,No,PhD,Private,Average,Yes
1114,Female,7.0,High,74,33.0,Sports,Yes,Master,Government,Poor,No
1115,Male,7.0,High,61,42.0,Sports,Yes,High School,Private,Excellent,No
1116,Female,6.0,Low,96,92.0,Music,No,High School,Private,Average,Yes
1117,Male,8.0,High,70,32.0,Music,No,PhD,Government,Average,Yes
1118,Other,11.0,High,66,68.0,Music,No,Master,Private,Good,Yes
1119,Male,2.0,Low,69,35.0,Music,No,Master,Government,Excellent,No
1120,Other,0.0,Low,78,78.0,Sports,Yes,PhD,Private,Excellent,Yes
1121,Female,14.0,Medium,52,73.0,Music,Yes,High School,Government,Poor,No
1122,Other,8.0,Medium,56,67.0,Sports,No,Bachelor,Private,Poor,Yes
1123,Other,16.0,High,82,100.0,Debate,No,Bachelor,Government,Average,Yes
1124,Male,11.0,,75,46.0,None,No,Bachelor,Private,Good,No
1125,Other,16.0,Low,69,60.0,Debate,Yes,PhD,Private,Excellent,Yes
1126,Female,12.0,Low,92,100.0,None,Yes,High School,Government,Poor,No
1127,Female,12.0,Medium,86,44.0,Music,No,High School,Private,Excellent,Yes
1128,Other,14.0,Low,81,95.0,Sports,No,Bachelor,Private,Average,No
1129,Other,17.0,Low,84,87.0,None,Yes,Master,Government,Good,No
1130,Female,14.0,,70,83.0,Sports,No,Master,Government,Poor,No
1131,Female,17.0,Low,90,47.0,Debate,Yes,PhD,Private,Average,Yes
1132,Female,4.0,High,57,40.0,Music,No,Master,Private,Good,Yes
1133,Male,6.0,Low,51,37.0,Music,Yes,High School,Private,Average,Yes
1134,Male,5.0,High,100,67.0,None,Yes,High School,Private,Excellent,No
1135,Female,4.0,Medium,97,74.0,Debate,No,PhD,Private,Excellent,No
1136,Female,18.0,High,65,10.0,Music,Yes,Master,Government,Average,No
1137,Male,8.0,Low,76,15.0,Debate,No,High School,Government,Poor,No
1138,Female,,High,85,64.0,Debate,No,PhD,Private,Average,Yes
1139,Female,2.0,High,59,96.0,Sports,Yes,Master,Government,Good,Yes
1140,Male,6.0,High,77,70.0,Debate,No,Bachelor,Private,Average,No
1141,Male,2.0,Medium,66,66.0,Debate,Yes,PhD,Private,Good,Yes
1142,Male,5.0,Low,74,70.0,Debate,No,Bachelor,Government,Good,Yes
1143,Female,18.0,High,64,0.0,Debate,Yes,PhD,Government,Good,Yes
1144,Female,15.0,Medium,67,96.0,Music,Yes,Master,Private,Average,No
1145,Female,7.0,High,77,70.0,Sports,No,PhD,Government,Excellent,No
1146,Female,18.0,High,51,3.0,None,Yes,High School,Government,Excellent,No
1147,Male,18.0,Low,89,81.0,Sports,Yes,Bachelor,Government,Average,Yes
1148,Other,15.0,Medium,91,36.0,Music,No,Master,Government,Good,No
1149,Female,,High,80,13.0,Music,Yes,Bachelor,Private,Average,No
1150,Female,9.0,Low,80,,None,Yes,PhD,Government,Excellent,Yes
1151,Female,8.0,High,74,24.0,Music,Yes,PhD,Private,Excellent,Yes
1152,Male,15.0,Low,50,81.0,Music,No,PhD,Government,Excellent,Yes
1153,Other,13.0,Medium,67,3.0,Sports,Yes,PhD,Government,Good,Yes
1154,Female,9.0,Medium,65,65.0,Sports,No,PhD,Government,Poor,No
1155,Male,3.0,Medium,91,42.0,Sports,Yes,PhD,Government,Poor,Yes
1156,Female,9.0,High,86,25.0,None,Yes,High School,Private,Excellent,No
1157,Female,19.0,Medium,90,83.0,Sports,Yes,Bachelor,Government,Excellent,No
1158,Female,14.0,Medium,91,,None,No,PhD,Private,Excellent,No
1159,Other,18.0,Low,86,5.0,Music,Yes,Bachelor,Government,Average,No
1160,Male,10.0,Medium,56,36.0,None,Yes,Master,Private,Good,No
1161,Other,,Low,55,42.0,None,Yes,Bachelor,Private,Good,No
1162,Male,13.0,Medium,63,41.0,Debate,No,Bachelor,Private,Good,No
1163,Male,14.0,High,71,12.0,Debate,Yes,High School,Private,Average,No
1164,Female,3.0,High,99,,Music,No,High School,Private,Poor,Yes
1165,Female,16.0,Medium,80,41.0,Music,No,Bachelor,Private,Average,Yes
1166,Other,0.0,Low,94,37.0,Sports,No,Bachelor,Private,Poor,Yes
1167,Male,,High,59,65.0,None,Yes,Master,Private,Good,No
1168,Other,4.0,High,95,64.0,Debate,Yes,Bachelor,Government,Excellent,No
1169,Female,17.0,High,89,4.0,Sports,Yes,Master,Private,Poor,Yes
1170,Other,16.0,Low,95,29.0,Debate,No,High School,Private,Excellent,No
1171,Female,9.0,Medium,85,94.0,Sports,No,High School,Government,Poor,Yes
1172,Other,8.0,High,90,42.0,Debate,Yes,Bachelor,Government,Average,Yes
1173,Other,3.0,High,87,31.0,Sports,Yes,Master,Private,Good,No
1174,Other,19.0,High,83,66.0,None,No,Master,Private,Average,No
1175,Other,18.0,High,52,66.0,Sports,No,Bachelor,Private,Good,No
1176,Male,2.0,High,72,41.0,Music,Yes,Master,Government,Good,No
1177,Other,17.0,,92,4.0,Sports,No,Bachelor,Private,Good,Yes
1178,Female,2.0,Medium,66,98.0,Debate,Yes,High School,Government,Excellent,No
1179,Male,7.0,High,78,85.0,None,Yes,PhD,Government,Average,Yes
1180,Male,4.0,,50,95.0,Sports,Yes,PhD,Private,Average,Yes
1181,Male,0.0,High,52,58.0,Sports,Yes,Bachelor,Government,Good,Yes
1182,Male,17.0,Medium,63,22.0,Music,Yes,PhD,Private,Poor,Yes
1183,Male,13.0,Low,60,7.0,Debate,No,High School,Government,Good,No
1184,Other,6.0,Low,79,67.0,Music,Yes,High School,Government,Poor,Yes
1185,Other,8.0,High,70,69.0,Sports,Yes,High School,Private,Average,Yes
1186,Other,13.0,Medium,65,90.0,None,Yes,Master,Government,Excellent,No
1187,Female,15.0,Medium,95,18.0,Debate,No,Master,Government,Average,No
1188,Female,15.0,Low,100,43.0,Sports,No,Bachelor,Private,Poor,No
1189,Other,5.0,Low,58,92.0,Sports,Yes,Master,Private,Excellent,No
1190,Other,6.0,Medium,51,37.0,Debate,Yes,PhD,Government,Average,Yes
1191,Male,0.0,High,75,43.0,Music,Yes,PhD,Private,Average,No
1192,Other,10.0,,91,5.0,None,Yes,Master,Private,Poor,No
1193,Female,8.0,Low,52,2.0,Music,No,Master,Private,Average,No
1194,Male,0.0,Medium,64,95.0,Music,Yes,High School,Government,Poor,Yes
1195,Other,17.0,High,61,79.0,None,No,High School,Private,Poor,No
1196,Male,9.0,High,68,32.0,Sports,No,High School,Government,Good,Yes
1197,Other,12.0,Low,90,65.0,Debate,Yes,High School,Government,Average,Yes
1198,Other,4.0,Medium,63,57.0,Debate,Yes,High School,Private,Excellent,No
1199,Male,7.0,Medium,64,25.0,Music,No,PhD,Private,Good,No
1200,Male,12.0,High,72,98.0,Music,No,Master,Private,Poor,No
1201,Female,15.0,Medium,60,27.0,Sports,No,Bachelor,Government,Average,Yes
1202,Other,6.0,High,92,42.0,None,Yes,Master,Government,Average,No
1203,Female,7.0,High,52,74.0,None,No,PhD,Private,Poor,Yes
1204,Female,17.0,Medium,92,87.0,Debate,No,Bachelor,Private,Excellent,No
1205,Other,8.0,Low,50,15.0,None,No,PhD,Government,Good,Yes
1206,Other,10.0,Medium,53,88.0,Music,No,High School,Government,Poor,No
1207,Female,16.0,,70,22.0,Sports,No,Bachelor,Private,Average,Yes
1208,Female,13.0,Low,74,58.0,Sports,Yes,PhD,Private,Poor,No
1209,Female,1.0,Medium,69,34.0,Music,Yes,Master,Private,Good,Yes
1210,Other,14.0,High,59,88.0,Debate,Yes,PhD,Private,Poor,Yes
1211,Male,17.0,Medium,67,40.0,Music,No,PhD,Private,Poor,No
1212,Other,4.0,High,82,96.0,Sports,No,Master,Government,Excellent,Yes
1213,Female,0.0,Low,84,21.0,Sports,Yes,Master,Private,Average,No
1214,Male,15.0,Medium,74,73.0,Sports,Yes,High School,Private,Poor,Yes
1215,Other,11.0,Medium,52,0.0,None,Yes,Master,Government,Average,Yes
1216,Male,13.0,Low,100,,Music,Yes,Master,Private,Excellent,No
1217,Male,16.0,Low,99,21.0,Debate,Yes,High School,Private,Good,No
1218,Female,0.0,High,62,31.0,Music,No,PhD,Government,Poor,Yes
1219,Other,13.0,Low,84,86.0,Music,Yes,PhD,Government,Excellent,No
1220,Other,,High,74,29.0,Music,No,Master,Private,Excellent,No
1221,Male,11.0,Low,67,86.0,None,No,High School,Private,Excellent,Yes
1222,Other,16.0,High,100,42.0,Music,No,PhD,Private,Average,No
1223,Other,8.0,,79,11.0,Sports,Yes,PhD,Government,Average,No
1224,Other,2.0,High,89,82.0,Debate,No,PhD,Government,Excellent,Yes
1225,Other,11.0,High,95,70.0,None,No,PhD,Government,Excellent,Yes
1226,Female,12.0,Medium,79,26.0,None,No,Master,Government,Poor,No
1227,Female,1.0,High,73,25.0,None,Yes,PhD,Government,Poor,No
1228,Other,,Medium,75,17.0,None,No,High School,Government,Average,Yes
1229,Other,1.0,Medium,50,91.0,Sports,Yes,High School,Government,Excellent,Yes
1230,Other,4.0,Low,82,,Sports,No,Master,Private,Average,Yes
1231,Other,8.0,Medium,57,65.0,Debate,No,Bachelor,Private,Excellent,Yes
1232,Other,13.0,High,61,80.0,Music,Yes,PhD,Government,Good,Yes
1233,Female,12.0,Low,57,60.0,None,No,Master,Government,Good,Yes
1234,Male,3.0,High,60,45.0,Music,No,Bachelor,Government,Good,No
1235,Male,7.0,Medium,63,28.0,Music,Yes,Master,Private,Poor,Yes
1236,Male,6.0,Medium,67,31.0,Debate,No,Master,Government,Excellent,Yes
1237,Female,16.0,Medium,93,14.0,None,Yes,Bachelor,Government,Excellent,Yes
1238,Female,5.0,Medium,89,59.0,Music,No,High School,Government,Poor,No
1239,Other,7.0,High,50,81.0,Debate,No,Bachelor,Private,Good,Yes
1240,Female,7.0,High,70,27.0,Music,No,PhD,Private,Poor,No
1241,Female,12.0,Low,59,26.0,Debate,Yes,Bachelor,Private,Excellent,No
1242,Other,7.0,Low,86,40.0,Sports,No,PhD,Private,Poor,Yes
1243,Other,4.0,High,78,46.0,Debate,No,PhD,Government,Poor,Yes
1244,Other,8.0,High,95,32.0,Debate,No,High School,Private,Poor,No
1245,Male,19.0,Medium,89,43.0,Sports,No,Master,Private,Good,Yes
1246,Male,1.0,Medium,73,49.0,None,Yes,Bachelor,Government,Poor,Yes
1247,Other,2.0,Low,93,9.0,Debate,Yes,PhD,Government,Good,Yes
1248,Other,3.0,Low,85,23.0,Debate,Yes,Bachelor,Government,Good,Yes
1249,Male,18.0,Low,67,33.0,Music,No,Bachelor,Government,Poor,No
1250,Other,,,64,90.0,Debate,No,PhD,Government,Poor,No
1251,Other,,Low,81,19.0,Debate,No,PhD,Private,Good,Yes
1252,Male,5.0,High,87,24.0,Music,Yes,Master,Government,Poor,No
1253,Female,2.0,High,92,54.0,None,No,Bachelor,Government,Excellent,Yes
1254,Other,13.0,Low,94,89.0,Sports,Yes,PhD,Government,Good,Yes
1255,Male,12.0,High,69,42.0,Sports,Yes,Master,Private,Average,Yes
1256,Male,12.0,High,83,52.0,Debate,Yes,Bachelor,Private,Average,No
1257,Male,0.0,Low,58,,None,Yes,Bachelor,Government,Good,Yes
1258,Female,14.0,,90,49.0,Sports,No,PhD,Government,Average,No
1259,Other,4.0,Low,83,54.0,Music,Yes,High School,Private,Excellent,No
1260,Other,1.0,Low,84,12.0,Debate,Yes,PhD,Government,Good,No
1261,Other,,Medium,76,48.0,Debate,No,Bachelor,Government,Good,Yes
1262,Female,16.0,Medium,91,96.0,None,Yes,High School,Private,Poor,No
1263,Male,0.0,Medium,67,9.0,Debate,Yes,PhD,Government,Excellent,Yes
1264,Male,3.0,Low,70,91.0,None,Yes,High School,Government,Average,No
1265,Other,14.0,Medium,67,96.0,Sports,Yes,Master,Government,Average,No
1266,Female,14.0,,76,10.0,Sports,No,PhD,Government,Poor,No
1267,Male,15.0,Medium,80,77.0,None,No,Bachelor,Private,Good,No
1268,Female,12.0,High,77,,Sports,Yes,Bachelor,Government,Excellent,Yes
1269,Other,13.0,Low,82,99.0,Sports,No,High School,Government,Excellent,No
1270,Female,1.0,Medium,64,19.0,Sports,Yes,High School,Government,Poor,No
1271,Other,9.0,Medium,94,71.0,None,Yes,Master,Private,Average,Yes
1272,Female,4.0,Low,96,78.0,Music,No,PhD,Government,Good,No
1273,Female,2.0,High,85,96.0,Music,Yes,Master,Government,Excellent,No
1274,Male,19.0,Medium,68,82.0,Sports,No,High School,Private,Good,No
1275,Male,10.0,,84,47.0,Music,No,Bachelor,Private,Poor,Yes
1276,Female,12.0,Medium,81,75.0,Sports,Yes,Master,Government,Good,Yes
1277,Male,1.0,High,94,16.0,Debate,No,PhD,Private,Average,No
1278,Other,6.0,Low,88,32.0,Music,No,Bachelor,Private,Excellent,No
1279,Other,2.0,Medium,61,19.0,Debate,Yes,PhD,Private,Excellent,No
1280,Male,12.0,Medium,78,45.0,Sports,No,High School,Private,Average,Yes
1281,Male,5.0,Low,83,30.0,Music,Yes,High School,Private,Average,No
1282,Male,8.0,High,65,50.0,Music,No,PhD,Government,Good,No
1283,Female,19.0,Medium,71,82.0,Debate,No,PhD,Private,Poor,Yes
1284,Female,1.0,High,57,18.0,Sports,No,High School,Government,Excellent,Yes
1285,Other,11.0,Low,61,61.0,Music,Yes,Master,Government,Average,No
1286,Female,14.0,Medium,83,43.0,None,No,Master,Private,Good,No
1287,Male,15.0,Medium,65,76.0,Sports,Yes,PhD,Private,Excellent,Yes
1288,Female,2.0,High,96,37.0,None,Yes,PhD,Government,Poor,No
1289,Female,13.0,,58,48.0,Music,Yes,High School,Government,Good,Yes
1290,Female,0.0,High,76,64.0,Music,Yes,PhD,Private,Average,No
1291,Male,15.0,Low,96,10.0,None,Yes,PhD,Government,Excellent,Yes
1292,Female,5.0,High,84,26.0,Music,Yes,Bachelor,Private,Good,No
1293,Female,14.0,Medium,60,100.0,Music,No,PhD,Private,Average,Yes
1294,Female,14.0,Low,68,57.0,Sports,No,PhD,Private,Average,No
1295,Male,2.0,,80,63.0,Sports,No,PhD,Government,Average,Yes
1296,Female,3.0,Low,64,64.0,Sports,No,Master,Government,Excellent,Yes
1297,Other,16.0,Medium,76,14.0,Debate,Yes,High School,Government,Average,Yes
1298,Other,12.0,High,82,81.0,Sports,Yes,High School,Government,Good,Yes
1299,Male,1.0,Low,56,88.0,Music,Yes,Bachelor,Private,Excellent,Yes
1300,Male,0.0,Low,72,0.0,Music,No,Master,Private,Good,Yes
1301,Female,19.0,Medium,85,18.0,Debate,No,Master,Private,Poor,No
1302,Male,5.0,Medium,71,55.0,Music,Yes,High School,Government,Poor,Yes
1303,Female,4.0,High,50,63.0,Debate,No,PhD,Government,Poor,No
1304,Female,5.0,High,76,300.0,Sports,No,High School,Private,Poor,Yes
1305,Female,17.0,High,60,63.0,None,No,PhD,Private,Average,No
1306,Female,0.0,Medium,100,9.0,None,Yes,PhD,Private,Excellent,No
1307,Male,12.0,Low,61,75.0,None,Yes,Master,Private,Average,No
1308,Other,5.0,Low,70,59.0,None,Yes,High School,Private,Good,Yes
1309,Male,19.0,Medium,57,38.0,None,No,Bachelor,Private,Good,No
1310,Female,11.0,High,62,65.0,Debate,No,High School,Private,Poor,No
1311,Other,9.0,Low,86,,Music,No,Bachelor,Government,Good,Yes
1312,Female,18.0,Low,82,50.0,Debate,Yes,Master,Government,Good,Yes
1313,Female,2.0,Medium,99,25.0,Music,No,PhD,Private,Excellent,No
1314,Female,14.0,High,51,56.0,Sports,Yes,High School,Government,Good,Yes
1315,Female,13.0,Low,58,83.0,Debate,Yes,Master,Government,Average,Yes
1316,Other,3.0,High,62,,Sports,Yes,Master,Private,Poor,Yes
1317,Male,6.0,Medium,75,54.0,Music,No,PhD,Private,Poor,No
1318,Male,9.0,Medium,94,5.0,Music,Yes,Bachelor,Private,Good,Yes
1319,Male,13.0,High,96,6.0,Music,Yes,PhD,Private,Good,Yes
1320,Other,1.0,Low,58,65.0,Music,Yes,High School,Government,Average,Yes
1321,Other,0.0,Low,64,80.0,None,Yes,Master,Private,Average,No
1322,Male,15.0,Low,56,25.0,Music,No,PhD,Government,Good,No
1323,Other,15.0,High,92,94.0,Music,No,Bachelor,Government,Average,Yes
1324,Female,12.0,High,86,,Sports,Yes,Bachelor,Government,Excellent,No
1325,Male,0.0,Low,58,81.0,Sports,Yes,Bachelor,Private,Average,No
1326,Female,5.0,Medium,63,77.0,None,Yes,Master,Government,Good,Yes
1327,Other,3.0,Medium,79,,None,Yes,PhD,Government,Good,Yes
1328,Female,1.0,Low,100,86.0,None,Yes,Master,Private,Average,Yes
