Job_Title,Experience_Years,Education_Level,Salary,Job_Type,Location,Company_Size,Age,Industry,Remote_Work,Skills,Performance_Rating
Accountant,27,PhD,48522.0,Contract,New York,Large,27,Retail,No,Data Analysis,3
Nurse,29,Bachelor,76087.0,Internship,Seattle,Small,47,Healthcare,No,Excel,4
Teacher,2,High School,29953.0,Contract,Seattle,Large,38,Manufacturing,Yes,Marketing,4
Marketing Manager,27,High School,46567.0,Internship,San Francisco,Enterprise,38,Healthcare,No,Excel,4
Software Engineer,2,PhD,80523.0,Part-time,San Francisco,Large,51,Education,No,C++,4
Sales Executive,33,Master,82708.0,Part-time,,Medium,26,Healthcare,Yes,Python,1
Teacher,15,High School,146206.0,Internship,Austin,Small,51,Manufacturing,No,C++,5
Software Engineer,21,Master,42560.0,Internship,Seattle,Small,29,Manufacturing,No,Marketing,4
Software Engineer,31,PhD,78390.0,Full-time,Chicago,Enterprise,64,IT,Yes,Marketing,4
Software Engineer,7,Bachelor,145772.0,Contract,Boston,Large,38,Education,Yes,Marketing,1
Marketing Manager,7,High School,88149.0,Part-time,San Francisco,Enterprise,37,Manufacturing,Yes,SQL,2
Nurse,5,Master,56660.0,Part-time,New York,Large,23,Manufacturing,No,SQL,1
Marketing Manager,13,High School,65104.0,Full-time,Seattle,Medium,62,Education,No,Marketing,1
Data Scientist,31,Master,77805.0,Internship,Chicago,Small,53,Finance,Yes,Marketing,1
Teacher,34,Master,125037.0,Internship,Boston,Small,29,Finance,No,Python,4
Nurse,9,Master,122735.0,Full-time,Chicago,Large,58,IT,Yes,Python,1
Nurse,2,PhD,44496.0,Contract,Remote,Small,48,Manufacturing,No,Excel,1
Nurse,11,Bachelor,103301.0,Internship,Chicago,Large,19,Education,Yes,Data Analysis,1
Sales Executive,30,High School,111257.0,Internship,New York,Enterprise,33,Education,Yes,,4
Nurse,28,Bachelor,23515.0,Contract,San Francisco,Medium,18,Finance,Yes,,3
Marketing Manager,4,Master,24454.0,Contract,Chicago,Large,21,Retail,No,Java,3
Nurse,24,Master,126073.0,Full-time,Boston,Medium,64,Retail,Yes,Python,2
Accountant,30,Bachelor,42873.0,Full-time,San Francisco,Enterprise,18,Manufacturing,Yes,Excel,4
Teacher,20,Bachelor,93920.0,Full-time,Remote,Enterprise,64,Finance,No,Data Analysis,1
Nurse,19,High School,33727.0,Internship,Remote,Enterprise,52,Manufacturing,Yes,Data Analysis,1
Teacher,21,Master,148376.0,Full-time,Austin,Large,30,Healthcare,No,Python,1
Accountant,3,Bachelor,89070.0,Internship,New York,Medium,62,Education,Yes,Python,3
Accountant,12,PhD,119059.0,Part-time,San Francisco,Medium,59,Manufacturing,Yes,C++,1
Teacher,19,Master,144564.0,Contract,Remote,Small,48,IT,Yes,,1
Software Engineer,12,Master,,Contract,Remote,Large,37,Retail,Yes,,3
Data Scientist,16,High School,137213.0,Part-time,San Francisco,Small,24,Manufacturing,Yes,C++,1
Sales Executive,32,PhD,69979.0,Full-time,Chicago,Small,57,Healthcare,Yes,Data Analysis,2
Software Engineer,0,High School,45465.0,Internship,Boston,Large,50,Education,Yes,Java,5
Software Engineer,14,PhD,73900.0,Internship,Chicago,Small,45,Healthcare,No,Data Analysis,2
Marketing Manager,12,High School,79799.0,Internship,Boston,Small,61,Manufacturing,Yes,C++,4
Sales Executive,16,PhD,137021.0,Contract,Remote,Small,61,Education,No,Data Analysis,2
Sales Executive,23,PhD,116129.0,Full-time,Remote,Enterprise,37,Education,No,C++,2
Software Engineer,7,PhD,41330.0,Internship,New York,Large,49,Finance,No,Java,3
Nurse,26,Bachelor,28302.0,Internship,San Francisco,Enterprise,26,Finance,No,Python,4
Marketing Manager,22,Master,98443.0,Internship,Seattle,Small,51,IT,No,,2
Marketing Manager,7,PhD,109966.0,Part-time,Remote,Small,31,IT,No,Excel,5
Accountant,7,Bachelor,,Internship,Boston,Enterprise,21,Healthcare,Yes,Python,2
Sales Executive,25,Bachelor,132689.0,Part-time,Boston,Small,46,Finance,Yes,Data Analysis,1
Software Engineer,12,High School,,Internship,Chicago,Large,32,Education,Yes,Python,3
Accountant,27,Master,,Internship,Chicago,Medium,34,Finance,Yes,Python,1
Teacher,24,Master,32875.0,Internship,Remote,Enterprise,36,Education,Yes,Excel,4
Data Scientist,15,High School,47219.0,Part-time,Remote,Medium,55,Finance,No,Java,4
Marketing Manager,1,Master,56182.0,Internship,Austin,Medium,26,Education,No,Excel,3
Teacher,17,High School,100541.0,Full-time,Boston,Medium,44,Healthcare,No,Data Analysis,2
Teacher,16,Bachelor,62269.0,Internship,New York,Enterprise,32,Finance,Yes,Data Analysis,4
Nurse,29,Bachelor,99781.0,Part-time,San Francisco,Small,54,Retail,Yes,Python,5
Data Scientist,12,PhD,26457.0,Part-time,San Francisco,Large,45,Retail,Yes,Marketing,3
Teacher,31,High School,26749.0,Full-time,San Francisco,Small,21,Education,Yes,Python,1
Teacher,28,Bachelor,53064.0,Contract,,Large,38,Healthcare,No,Excel,5
Data Scientist,29,Bachelor,29821.0,Full-time,,Small,51,Education,No,C++,3
Data Scientist,17,High School,135256.0,Full-time,New York,Medium,36,Healthcare,Yes,C++,5
Teacher,12,Bachelor,118297.0,Part-time,San Francisco,Medium,54,IT,No,Excel,3
Data Scientist,20,Master,123587.0,Internship,Boston,Large,21,Finance,Yes,SQL,1
Teacher,29,Bachelor,98655.0,Internship,Seattle,Enterprise,54,Healthcare,Yes,Data Analysis,2
Teacher,20,High School,27664.0,Contract,Remote,Small,49,Education,Yes,C++,3
Nurse,16,Master,49281.0,Contract,Austin,Medium,62,IT,No,Marketing,4
Software Engineer,18,Master,146991.0,Contract,Austin,Large,29,Education,No,Excel,1
Teacher,14,Bachelor,125815.0,Contract,San Francisco,Small,58,Retail,No,C++,1
Accountant,8,PhD,51821.0,Full-time,Chicago,Large,33,Retail,Yes,C++,5
Marketing Manager,9,Master,123769.0,Full-time,Austin,Enterprise,31,Finance,Yes,Java,4
Sales Executive,30,High School,44647.0,Internship,Austin,Enterprise,18,Manufacturing,Yes,Python,5
Software Engineer,22,PhD,2000000.0,Full-time,Austin,Small,49,Finance,No,C++,1
Software Engineer,29,PhD,89918.0,Internship,Austin,Enterprise,38,IT,Yes,C++,3
Software Engineer,32,Master,101985.0,Internship,San Francisco,Small,21,Retail,Yes,Java,4
Nurse,8,Bachelor,102799.0,Internship,Boston,Small,26,Healthcare,No,Data Analysis,1
Teacher,0,PhD,110179.0,Internship,New York,Enterprise,63,Retail,Yes,Excel,4
Nurse,34,Bachelor,94944.0,Part-time,New York,Large,39,Manufacturing,No,Excel,3
Teacher,10,Master,109142.0,Internship,Chicago,Large,29,Finance,No,Java,2
Nurse,33,High School,47603.0,Full-time,Boston,Small,47,Education,Yes,Java,5
Nurse,15,PhD,66458.0,Full-time,Remote,Medium,47,IT,Yes,SQL,5
Marketing Manager,8,High School,90605.0,Full-time,Seattle,Small,49,Manufacturing,Yes,Python,1
Accountant,31,Bachelor,,Full-time,New York,Large,53,Retail,Yes,Java,1
Nurse,14,Bachelor,64440.0,Part-time,Seattle,Small,24,Healthcare,No,Python,3
Marketing Manager,11,High School,102427.0,Contract,New York,Large,34,Manufacturing,No,C++,1
Data Scientist,32,Master,27704.0,Contract,New York,Enterprise,18,Healthcare,No,Marketing,1
Accountant,13,Master,113826.0,Internship,Chicago,Small,31,Healthcare,No,Excel,1
Nurse,7,PhD,47460.0,Internship,Austin,Small,64,IT,No,Java,4
Sales Executive,7,PhD,103045.0,Full-time,Chicago,Enterprise,61,Healthcare,No,Marketing,4
Software Engineer,26,Master,102805.0,Full-time,New York,Enterprise,61,Healthcare,No,Excel,2
Data Scientist,11,Master,137529.0,Contract,Boston,Medium,55,Retail,Yes,,4
Data Scientist,0,High School,93511.0,Contract,Austin,Enterprise,43,IT,Yes,Excel,5
Marketing Manager,10,Bachelor,130373.0,Full-time,Boston,Medium,44,Education,Yes,,2
Data Scientist,30,Bachelor,26565.0,Internship,Boston,Enterprise,62,Education,Yes,Marketing,1
Accountant,16,PhD,108003.0,Part-time,Boston,Large,33,Healthcare,Yes,Marketing,5
Nurse,32,Master,24870.0,Part-time,Austin,Small,63,Manufacturing,Yes,Marketing,2
Nurse,31,High School,38909.0,Contract,Boston,Enterprise,24,Finance,No,Excel,2
Sales Executive,28,PhD,29117.0,Contract,Austin,Large,49,IT,Yes,Python,5
Software Engineer,20,High School,138903.0,Contract,Seattle,Enterprise,42,Finance,Yes,Data Analysis,2
Marketing Manager,20,Master,87474.0,Part-time,Remote,Small,48,IT,No,Python,5
Software Engineer,22,Master,113926.0,Part-time,New York,Enterprise,33,IT,No,Excel,2
Data Scientist,5,Master,64322.0,Full-time,San Francisco,Enterprise,58,Retail,Yes,Java,2
Sales Executive,21,Bachelor,147463.0,Internship,Boston,Small,31,Healthcare,No,Excel,2
Software Engineer,7,Master,121536.0,Contract,Chicago,Enterprise,42,Retail,Yes,Python,5
Accountant,34,PhD,40128.0,Full-time,Seattle,Small,47,Manufacturing,No,Excel,2
Nurse,10,Bachelor,140909.0,Part-time,Chicago,Medium,24,Finance,Yes,Marketing,4
Data Scientist,23,High School,117317.0,Full-time,San Francisco,Enterprise,29,Finance,Yes,Java,4
Sales Executive,20,PhD,89001.0,Part-time,Austin,Large,20,Education,Yes,Data Analysis,4
Software Engineer,1,PhD,20440.0,Internship,San Francisco,Enterprise,44,Manufacturing,No,Java,4
Marketing Manager,18,High School,80955.0,Part-time,Chicago,Small,63,Manufacturing,No,SQL,4
Accountant,27,Bachelor,69613.0,Full-time,San Francisco,Small,36,Retail,Yes,Data Analysis,1
Accountant,16,PhD,143491.0,Internship,New York,Large,60,Retail,No,Excel,2
Software Engineer,5,PhD,90949.0,Part-time,San Francisco,Large,54,Manufacturing,No,C++,3
Nurse,18,PhD,31663.0,Contract,Boston,Small,62,Retail,Yes,C++,1
Software Engineer,27,Bachelor,124059.0,Part-time,New York,Medium,59,Education,Yes,Data Analysis,5
Data Scientist,1,Bachelor,123316.0,Internship,Boston,Medium,24,Retail,No,Data Analysis,1
Software Engineer,3,Bachelor,39547.0,Full-time,Remote,Small,33,Retail,No,Data Analysis,3
Accountant,21,PhD,101662.0,Internship,Remote,Medium,49,Manufacturing,Yes,C++,1
Sales Executive,25,Master,125056.0,Full-time,San Francisco,Large,25,Manufacturing,No,Marketing,2
Software Engineer,12,High School,20005.0,Part-time,New York,Medium,30,Retail,No,C++,4
Nurse,31,Master,,Part-time,New York,Large,28,Retail,No,Excel,2
Sales Executive,16,Bachelor,,Internship,Remote,Enterprise,37,Manufacturing,Yes,SQL,1
Marketing Manager,18,PhD,26414.0,Contract,San Francisco,Large,35,Finance,No,SQL,3
Teacher,34,PhD,,Part-time,Seattle,Enterprise,54,Healthcare,No,Excel,5
Software Engineer,27,Master,89506.0,Contract,Austin,Large,23,Finance,Yes,C++,2
Nurse,0,Master,,Contract,Austin,Large,37,Retail,No,Excel,3
Sales Executive,17,High School,22606.0,Internship,Austin,Medium,49,IT,Yes,Data Analysis,5
Nurse,32,PhD,36482.0,Part-time,New York,Large,63,IT,Yes,Data Analysis,4
Marketing Manager,11,Master,118829.0,Contract,Remote,Small,61,Education,Yes,,2
Accountant,7,High School,91873.0,Part-time,Austin,Enterprise,46,Finance,Yes,Data Analysis,2
Nurse,23,Bachelor,53948.0,Full-time,Remote,Enterprise,21,Manufacturing,Yes,Python,4
Sales Executive,15,Master,109987.0,Contract,New York,Large,24,Education,Yes,SQL,4
Nurse,3,Bachelor,111801.0,Internship,Remote,Small,60,Education,No,Java,1
Nurse,26,High School,111250.0,Internship,Seattle,Large,37,IT,Yes,C++,5
Nurse,8,Bachelor,40875.0,Contract,San Francisco,Large,51,Finance,No,C++,3
Data Scientist,15,PhD,33057.0,Part-time,Remote,Medium,53,Healthcare,Yes,Python,4
Data Scientist,11,PhD,52400.0,Full-time,Remote,Large,24,Manufacturing,Yes,Marketing,1
Accountant,30,Bachelor,91458.0,Full-time,San Francisco,Large,50,Finance,No,Java,5
Software Engineer,23,PhD,88607.0,Internship,New York,Medium,32,Education,Yes,,5
Nurse,13,High School,107561.0,Internship,New York,Medium,49,Retail,Yes,Java,2
Marketing Manager,24,PhD,47503.0,Part-time,Remote,Small,39,Education,Yes,Data Analysis,1
Software Engineer,33,Bachelor,43765.0,Internship,,Medium,57,Finance,Yes,SQL,1
Marketing Manager,2,Bachelor,121096.0,Part-time,Austin,Enterprise,46,IT,No,Marketing,2
Software Engineer,23,Bachelor,139466.0,Contract,Seattle,Enterprise,42,Finance,Yes,Python,3
Accountant,8,Master,66612.0,Full-time,San Francisco,Small,22,Healthcare,Yes,Data Analysis,4
Nurse,25,Bachelor,118318.0,Contract,San Francisco,Large,31,Manufacturing,Yes,Marketing,2
Nurse,19,High School,104335.0,Internship,Boston,Small,52,Manufacturing,No,C++,4
Teacher,9,PhD,120989.0,Full-time,,Medium,19,Retail,Yes,Python,1
Marketing Manager,18,PhD,113012.0,Full-time,Remote,Large,42,Retail,Yes,Data Analysis,2
Software Engineer,2,Master,,Contract,San Francisco,Small,33,Education,No,SQL,3
Software Engineer,23,Master,29428.0,Part-time,Boston,Small,63,Finance,Yes,C++,4
Data Scientist,4,High School,51419.0,Full-time,New York,Enterprise,33,Manufacturing,No,Marketing,4
Teacher,2,Bachelor,85195.0,Part-time,San Francisco,Small,28,IT,No,Java,4
Sales Executive,26,Master,93695.0,Contract,Chicago,Large,52,Healthcare,No,Marketing,1
Sales Executive,15,PhD,109846.0,Contract,Austin,Small,40,Education,No,C++,4
Data Scientist,14,Master,122404.0,Part-time,Boston,Small,22,Finance,No,Data Analysis,5
Data Scientist,34,Master,59142.0,Contract,Austin,Medium,52,IT,Yes,Data Analysis,4
Data Scientist,11,Bachelor,91540.0,Full-time,Austin,Small,46,Finance,Yes,SQL,1
Marketing Manager,25,Master,,Contract,Chicago,Large,64,IT,No,SQL,2
Marketing Manager,33,High School,96948.0,Contract,Seattle,Enterprise,22,Finance,Yes,SQL,4
Accountant,22,PhD,78951.0,Full-time,New York,Enterprise,20,Finance,Yes,,4
Accountant,30,Bachelor,31755.0,Part-time,Austin,Enterprise,23,Manufacturing,No,Marketing,2
Data Scientist,19,PhD,141843.0,Contract,San Francisco,Enterprise,40,Education,No,Java,5
Teacher,11,High School,137985.0,Part-time,New York,Medium,63,Finance,Yes,Data Analysis,1
Software Engineer,22,High School,104553.0,Full-time,San Francisco,Large,19,Finance,Yes,Java,2
Marketing Manager,3,Master,23890.0,Part-time,New York,Medium,35,Education,No,Excel,1
Teacher,22,Master,114376.0,Part-time,Remote,Enterprise,47,Education,Yes,SQL,2
Nurse,0,Master,,Internship,New York,Medium,55,Retail,No,C++,3
Marketing Manager,24,PhD,37175.0,Internship,Boston,Small,22,Retail,No,Java,5
Marketing Manager,1,High School,94727.0,Contract,San Francisco,Large,63,Manufacturing,No,SQL,3
Accountant,29,Bachelor,85687.0,Internship,San Francisco,Small,28,Education,Yes,Java,2
Software Engineer,2,Master,104983.0,Internship,Remote,Medium,18,Healthcare,No,Marketing,2
Software Engineer,20,PhD,108287.0,Internship,New York,Small,27,Manufacturing,No,Excel,1
Sales Executive,24,Master,114711.0,Part-time,Austin,Medium,58,IT,No,SQL,2
Sales Executive,19,High School,44288.0,Part-time,San Francisco,Medium,61,Education,No,Python,1
Sales Executive,21,Bachelor,66629.0,Internship,Remote,Large,43,Retail,No,Python,1
Sales Executive,20,High School,136779.0,Full-time,Chicago,Large,50,Finance,Yes,Java,2
Nurse,32,PhD,67800.0,Internship,Chicago,Large,44,Education,Yes,Data Analysis,1
Nurse,14,Master,57367.0,Full-time,New York,Enterprise,29,Education,Yes,Marketing,5
Marketing Manager,14,High School,97810.0,Part-time,Seattle,Large,19,Retail,No,C++,3
Data Scientist,24,PhD,97754.0,Full-time,,Small,18,Retail,Yes,Data Analysis,2
Accountant,20,Master,109328.0,Part-time,Remote,Large,18,Healthcare,No,,1
Accountant,23,Bachelor,88513.0,Full-time,New York,Large,50,Manufacturing,Yes,Excel,1
Sales Executive,4,High School,102762.0,Part-time,Austin,Large,39,Retail,Yes,Marketing,1
Marketing Manager,5,Master,49022.0,Part-time,Austin,Medium,29,Retail,No,Java,1
Teacher,22,Master,89329.0,Internship,Boston,Medium,56,Retail,Yes,Marketing,5
Data Scientist,3,Master,79414.0,Contract,Remote,Large,53,Manufacturing,Yes,Excel,2
Marketing Manager,26,Master,21659.0,Contract,Seattle,Medium,38,Finance,Yes,Marketing,2
Data Scientist,17,High School,77941.0,Part-time,Remote,Medium,37,Education,No,SQL,5
Data Scientist,20,Master,57930.0,Internship,Remote,Enterprise,53,Education,Yes,Java,5
Data Scientist,27,PhD,,Contract,Seattle,Small,43,Retail,No,Excel,5
Marketing Manager,34,High School,147015.0,Contract,Remote,Medium,64,Manufacturing,No,Java,2
Sales Executive,21,Master,75598.0,Internship,,Small,48,Healthcare,No,C++,4
Accountant,22,High School,36040.0,Internship,Seattle,Medium,18,Retail,Yes,SQL,3
Accountant,2,PhD,89806.0,Contract,Seattle,Large,55,Manufacturing,Yes,Excel,5
Sales Executive,9,PhD,33286.0,Contract,Remote,Medium,31,Manufacturing,No,C++,5
Data Scientist,24,High School,89139.0,Full-time,Remote,Medium,43,Healthcare,No,C++,2
Teacher,7,Master,132076.0,Full-time,New York,Small,63,Manufacturing,Yes,C++,2
Software Engineer,10,Master,75916.0,Part-time,Remote,Large,59,Education,Yes,Excel,3
Marketing Manager,4,PhD,37600.0,Contract,New York,Enterprise,24,Healthcare,Yes,Java,1
Software Engineer,28,Master,22291.0,Internship,Boston,Small,29,Healthcare,Yes,Marketing,2
Sales Executive,4,PhD,33123.0,Internship,Chicago,Large,41,IT,No,Marketing,3
Teacher,8,Master,149303.0,Contract,Chicago,Large,36,Healthcare,Yes,C++,2
Marketing Manager,1,PhD,23811.0,Part-time,Boston,Small,26,Healthcare,No,Python,2
Sales Executive,0,Bachelor,98883.0,Internship,Boston,Medium,52,Finance,No,Python,2
Data Scientist,29,Master,51276.0,Contract,San Francisco,Large,21,Education,Yes,Excel,4
Accountant,10,Master,74145.0,Contract,New York,Enterprise,62,Retail,Yes,Java,4
Software Engineer,27,Master,66619.0,Part-time,Seattle,Medium,59,IT,Yes,Excel,5
Nurse,11,High School,101049.0,Contract,San Francisco,Small,49,Healthcare,Yes,Java,4
Nurse,25,Master,90678.0,Internship,Austin,Small,63,Finance,Yes,SQL,3
Teacher,12,High School,108782.0,Full-time,New York,Small,23,Finance,Yes,Python,2
Data Scientist,7,High School,111043.0,Part-time,Remote,Small,45,Manufacturing,Yes,Excel,4
Software Engineer,27,PhD,46714.0,Contract,Boston,Enterprise,45,Retail,No,Data Analysis,2
Data Scientist,29,High School,75685.0,Part-time,Chicago,Enterprise,57,Retail,No,SQL,1
Software Engineer,8,High School,,Contract,New York,Large,46,Education,Yes,Marketing,5
Teacher,30,Bachelor,93062.0,Full-time,Boston,Enterprise,59,Manufacturing,No,Python,4
Teacher,20,Master,84037.0,Part-time,New York,Small,22,Healthcare,No,Java,2
Nurse,33,High School,39362.0,Contract,Remote,Enterprise,22,Finance,Yes,C++,1
Data Scientist,30,Master,74499.0,Full-time,New York,Medium,54,IT,No,Marketing,5
Marketing Manager,24,High School,66281.0,Internship,Remote,Medium,58,Education,Yes,Marketing,5
Nurse,11,PhD,82813.0,Contract,New York,Large,45,Healthcare,Yes,SQL,1
Data Scientist,0,Bachelor,64852.0,Full-time,Austin,Small,58,Manufacturing,No,Data Analysis,4
Nurse,21,High School,142621.0,Full-time,Chicago,Enterprise,64,Retail,Yes,Excel,4
Marketing Manager,0,Master,131653.0,Part-time,New York,Large,26,Manufacturing,Yes,C++,2
Accountant,0,PhD,67836.0,Contract,Boston,Large,46,Healthcare,Yes,Excel,3
Accountant,20,Master,24595.0,Internship,Austin,Enterprise,31,Manufacturing,No,SQL,2
Accountant,14,PhD,115930.0,Contract,San Francisco,Large,55,Retail,No,Marketing,2
Accountant,16,Bachelor,35402.0,Full-time,New York,Small,57,Healthcare,Yes,Python,2
Sales Executive,21,PhD,145798.0,Internship,Remote,Enterprise,51,IT,Yes,,1
Software Engineer,34,Master,85283.0,Full-time,Austin,Medium,54,Education,No,SQL,5
Sales Executive,15,Master,112676.0,Part-time,Seattle,Medium,59,Manufacturing,No,Marketing,5
Sales Executive,7,High School,108131.0,Contract,San Francisco,Enterprise,31,Retail,Yes,C++,3
Sales Executive,16,PhD,62723.0,Full-time,Chicago,Large,35,IT,No,Marketing,4
Accountant,16,Master,71322.0,Full-time,New York,Large,50,Finance,Yes,Marketing,2
Marketing Manager,25,High School,66764.0,Contract,,Medium,51,IT,No,Marketing,1
Teacher,12,Bachelor,,Internship,Austin,Medium,45,IT,No,Python,1
Teacher,16,Master,111288.0,Full-time,Chicago,Small,53,IT,No,Java,2
Software Engineer,16,High School,39405.0,Contract,Seattle,Large,62,Retail,No,Java,1
Accountant,13,Master,78122.0,Part-time,San Francisco,Small,54,Finance,Yes,Excel,1
Accountant,5,PhD,109756.0,Part-time,Boston,Medium,40,Education,Yes,Java,2
Accountant,34,High School,119489.0,Contract,Chicago,Medium,59,IT,No,Java,3
Nurse,13,PhD,121589.0,Full-time,New York,Medium,34,Retail,Yes,,1
Data Scientist,7,Bachelor,148909.0,Contract,Austin,Medium,28,Retail,Yes,Data Analysis,5
Nurse,14,PhD,23447.0,Contract,Seattle,Small,49,Education,No,Marketing,5
Data Scientist,26,High School,73143.0,Full-time,Austin,Medium,54,Healthcare,No,,5
Accountant,12,Master,82906.0,Internship,San Francisco,Enterprise,32,Finance,Yes,,2
Accountant,30,High School,30662.0,Internship,Remote,Large,21,Finance,No,C++,5
Nurse,34,PhD,83001.0,Part-time,Remote,Medium,56,Manufacturing,Yes,Python,4
Nurse,5,PhD,78282.0,Internship,Chicago,Large,47,IT,No,Data Analysis,1
Data Scientist,4,Master,24899.0,Contract,Austin,Medium,27,Healthcare,Yes,Marketing,3
Teacher,21,Bachelor,48582.0,Full-time,Boston,Small,40,Finance,No,Marketing,5
Data Scientist,22,High School,134364.0,Part-time,Boston,Large,41,Manufacturing,No,,2
Nurse,24,Master,87471.0,Internship,Remote,Small,53,IT,Yes,Python,3
Marketing Manager,33,Master,143513.0,Contract,Remote,Medium,22,Healthcare,No,Python,2
Nurse,25,Master,62213.0,Part-time,Austin,Enterprise,54,Retail,Yes,,3
Marketing Manager,4,High School,127578.0,Full-time,New York,Enterprise,60,IT,Yes,Data Analysis,3
Software Engineer,25,High School,95871.0,Internship,Austin,Enterprise,36,Healthcare,No,Java,1
Nurse,19,High School,103205.0,Contract,Seattle,Enterprise,54,Education,No,Python,3
Software Engineer,5,Bachelor,94081.0,Full-time,Chicago,Enterprise,25,Finance,No,SQL,4
Teacher,5,Master,,Contract,San Francisco,Small,24,IT,No,Java,4
Data Scientist,17,PhD,123559.0,Contract,Boston,Enterprise,57,Manufacturing,Yes,Java,4
Marketing Manager,3,PhD,103805.0,Contract,,Medium,30,Retail,Yes,Python,2
Data Scientist,16,Master,144698.0,Full-time,Seattle,Small,54,Manufacturing,No,Data Analysis,1
Software Engineer,13,PhD,57830.0,Part-time,Remote,Small,44,IT,Yes,SQL,2
Marketing Manager,13,Bachelor,27066.0,Contract,Boston,Enterprise,35,Finance,No,C++,5
Data Scientist,12,Bachelor,30712.0,Part-time,Boston,Large,41,Finance,Yes,SQL,4
Nurse,6,High School,101527.0,Part-time,San Francisco,Medium,58,Healthcare,No,Excel,1
Accountant,14,High School,149453.0,Internship,Boston,Small,19,Manufacturing,No,SQL,4
Software Engineer,18,High School,146888.0,Internship,Seattle,Medium,33,Manufacturing,Yes,Java,1
Data Scientist,34,High School,121326.0,Part-time,Boston,Large,31,Retail,No,Marketing,2
Software Engineer,16,High School,145464.0,Internship,Boston,Small,34,Healthcare,Yes,Python,2
Sales Executive,34,PhD,85365.0,Internship,Austin,Medium,23,Retail,No,C++,4
Software Engineer,18,PhD,107185.0,Part-time,Austin,Enterprise,52,IT,Yes,Java,3
Marketing Manager,19,High School,119851.0,Full-time,,Small,34,IT,Yes,C++,1
Sales Executive,34,Bachelor,50806.0,Internship,Chicago,Small,62,Manufacturing,Yes,Python,5
Marketing Manager,31,PhD,32210.0,Internship,New York,Small,55,Healthcare,Yes,C++,3
Accountant,23,Bachelor,56972.0,Full-time,Seattle,Small,57,Education,No,SQL,2
Sales Executive,16,Bachelor,125894.0,Full-time,New York,Enterprise,23,Finance,No,,1
Nurse,6,Master,54136.0,Full-time,New York,Large,55,Healthcare,No,Java,3
Software Engineer,0,Master,64297.0,Part-time,Boston,Large,38,Healthcare,Yes,Marketing,5
Data Scientist,34,High School,136445.0,Full-time,Remote,Medium,52,IT,No,Java,3
Teacher,31,Bachelor,35945.0,Part-time,San Francisco,Enterprise,40,Finance,No,Data Analysis,5
Software Engineer,12,PhD,115201.0,Contract,,Enterprise,29,Healthcare,No,Excel,2
Software Engineer,5,Master,62477.0,Contract,Boston,Medium,46,IT,No,,1
Accountant,13,Master,99180.0,Full-time,Remote,Enterprise,44,IT,Yes,Java,2
Nurse,14,Bachelor,90453.0,Full-time,Seattle,Enterprise,23,Manufacturing,No,,1
Teacher,3,Master,105404.0,Contract,New York,Small,38,Manufacturing,No,SQL,3
Sales Executive,15,Master,97413.0,Part-time,Chicago,Small,24,Healthcare,Yes,Data Analysis,2
Sales Executive,27,PhD,33224.0,Part-time,Remote,Small,60,Healthcare,No,C++,1
Sales Executive,15,Bachelor,23052.0,Full-time,New York,Enterprise,58,IT,Yes,Java,5
Marketing Manager,3,Master,47272.0,Full-time,San Francisco,Enterprise,33,Manufacturing,No,C++,1
Marketing Manager,25,Bachelor,61150.0,Full-time,New York,Large,22,Healthcare,Yes,Excel,2
Data Scientist,27,Master,116204.0,Contract,Austin,Small,32,Finance,Yes,Python,2
Teacher,31,PhD,37316.0,Internship,Austin,Medium,38,IT,No,Excel,3
Sales Executive,1,Bachelor,73389.0,Full-time,Chicago,Enterprise,21,IT,No,Marketing,5
Marketing Manager,30,Master,83332.0,Part-time,Seattle,Small,22,Healthcare,No,Data Analysis,1
Data Scientist,2,PhD,27240.0,Internship,New York,Large,24,Healthcare,No,C++,2
Nurse,7,Master,117095.0,Part-time,Austin,Small,52,Healthcare,No,Java,1
Data Scientist,23,Bachelor,88774.0,Internship,Seattle,Large,53,Finance,No,C++,4
Marketing Manager,14,Master,63175.0,Contract,Remote,Large,32,IT,Yes,Excel,5
Accountant,30,Bachelor,20565.0,Internship,Remote,Enterprise,45,Education,Yes,Data Analysis,5
Accountant,8,Bachelor,107298.0,Part-time,Austin,Large,19,Finance,Yes,Marketing,4
Sales Executive,1,Master,91094.0,Internship,Seattle,Large,22,Finance,Yes,Excel,5
Accountant,7,PhD,36375.0,Contract,Seattle,Medium,24,Manufacturing,No,Marketing,4
Sales Executive,6,High School,45710.0,Part-time,Austin,Large,39,IT,Yes,Data Analysis,1
Sales Executive,15,PhD,69895.0,Full-time,Boston,Medium,48,Education,Yes,SQL,4
Marketing Manager,34,PhD,143552.0,Internship,San Francisco,Medium,49,IT,Yes,SQL,3
Accountant,29,Master,96639.0,Part-time,,Small,25,Finance,No,Java,4
Sales Executive,9,PhD,35174.0,Internship,Remote,Small,58,Healthcare,No,Excel,1
Teacher,17,PhD,127026.0,Contract,Boston,Enterprise,59,IT,No,SQL,5
Nurse,4,High School,107329.0,Part-time,New York,Enterprise,28,IT,Yes,C++,3
Data Scientist,28,PhD,47597.0,Full-time,Boston,Enterprise,18,Healthcare,No,Data Analysis,4
Data Scientist,33,High School,94289.0,Full-time,Austin,Large,64,Education,Yes,Python,1
Marketing Manager,22,Master,58397.0,Internship,Boston,Small,57,Education,Yes,Data Analysis,3
